Country,ActionWater,WaterType,Class_cane,Epidemic,YieldOldGrade,Type_Cane,GrooveWide,FertilizerType,TypeSoil,Fertilizer,TargetOldGrade,Area_Remain,ContractsArea,YieldGrade,FarmerContractGrade,TargetGrade,Rain_Avg,Yield_Category,YearBin
India,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Loam,15-15-15,Grade 1,65.37,482.68,Grade 3,A,Grade 2,2346.88,High,1970s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Silty clay,16-16-16,Grade 1,30.73,487.85,Grade 1,A,Grade 1,1898.99,High,2010s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Chemical,Loam,46-0-0,Grade 1,58.38,65.77,Grade 1,C,Grade 3,1629.99,High,2000s
Bangladesh,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 2,K84-200,120 cm,Organic,Loam,25-7-7,Grade 3,13.23,403.44,Grade 3,B,Grade 2,2029.23,Low,1980s
India,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Chemical,Silty clay,46-0-0,Grade 3,19.21,295.8,Grade 3,B,Grade 2,1561.06,High,2000s
Pakistan,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Silty clay,15-15-15,Grade 3,96.47,232.74,Grade 1,B,Grade 3,660.25,Low,2000s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 1,K84-200,120 cm,Organic,Loam,46-0-0,Grade 2,83.8,301.89,Grade 1,A,Grade 3,2925.98,High,1970s
Sri Lanka,Rain,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K84-200,140 cm,Chemical,Loam,25-7-7,Grade 3,75.52,211.44,Grade 1,B,Grade 1,634.36,High,2000s
Pakistan,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,LK92-11,150 cm,Organic,Silty clay,15-15-15,Grade 2,95.28,88.4,Grade 3,A,Grade 3,1075.14,Low,1980s
India,Rain,Rain,1st ratoon cane,Herbicide,Grade 1,LK92-11,120 cm,Organic,Silty clay,25-7-7,Grade 1,92.25,119.33,Grade 3,C,Grade 1,2669.93,High,1990s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 3,Khonkean3,120 cm,Organic,Silty clay,46-0-0,Grade 3,68.17,121.15,Grade 2,B,Grade 1,1540.17,Low,1990s
Sri Lanka,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Organic,Ferus soil,16-16-16,Grade 3,62.82,58.26,Grade 3,A,Grade 1,1208.74,High,1970s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 3,Khonkean3,130 cm,Chemical,Ferus soil,25-7-7,Grade 1,56.98,209.06,Grade 1,C,Grade 2,1891.27,Low,1990s
Sri Lanka,Rain,Rain,1st ratoon cane,Preemergent,Grade 2,LK92-11,140 cm,Organic,Ferus soil,15-15-15,Grade 2,42.42,79.26,Grade 2,C,Grade 3,2578.71,Low,2000s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Organic,Loam,16-16-16,Grade 2,56.59,54.28,Grade 2,B,Grade 1,2733.86,High,2010s
Sri Lanka,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Chemical,Silty clay,46-0-0,Grade 3,18.41,367.12,Grade 1,C,Grade 2,1261.69,High,1980s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K84-200,120 cm,Organic,Ferus soil,25-7-7,Grade 2,81.16,205.17,Grade 2,B,Grade 2,908.84,Low,1980s
Bangladesh,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Chemical,Silty clay,46-0-0,Grade 3,90.63,174.81,Grade 2,A,Grade 3,1578.37,High,1990s
India,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,K84-200,150 cm,Organic,Silty clay,16-16-16,Grade 1,44.07,106.2,Grade 3,C,Grade 3,1483.77,High,2000s
India,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 1,K84-200,130 cm,Organic,Loam,46-0-0,Grade 1,59.76,476.91,Grade 1,A,Grade 3,2912.77,High,2010s
Nepal,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 3,K99-72,150 cm,Chemical,Silty clay,46-0-0,Grade 2,73.82,494.9,Grade 1,A,Grade 2,2400.23,Low,2000s
Nepal,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,LK92-11,120 cm,Organic,Loam,25-7-7,Grade 2,86.37,297.22,Grade 1,B,Grade 2,2351.24,Low,1980s
Nepal,Rain,Rain,3rd ratoon cane,Herbicide,Grade 3,Khonkean3,130 cm,Chemical,Loam,15-15-15,Grade 2,46.71,331.94,Grade 2,B,Grade 2,1866.71,High,2000s
Sri Lanka,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,Khonkean3,140 cm,Organic,Silty clay,15-15-15,Grade 2,50.27,185.81,Grade 1,C,Grade 2,2883.44,Low,1990s
Bangladesh,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,K84-200,140 cm,Organic,Silty clay,16-16-16,Grade 1,57.7,16.86,Grade 2,C,Grade 2,2430.82,High,1990s
India,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,K84-200,150 cm,Organic,Ferus soil,16-16-16,Grade 2,29.96,162.72,Grade 3,A,Grade 3,2942.25,Low,1990s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 3,Khonkean3,130 cm,Chemical,Loam,16-16-16,Grade 2,26.42,43.07,Grade 2,A,Grade 2,520.63,High,1970s
Nepal,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,120 cm,Organic,Ferus soil,15-15-15,Grade 3,88.36,187.27,Grade 3,A,Grade 1,633.33,Low,2000s
Bangladesh,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Chemical,Silty clay,16-16-16,Grade 2,36.61,348.9,Grade 1,A,Grade 1,2929.98,High,1990s
Nepal,Water pour,Rain,1st ratoon cane,Preemergent,Grade 2,K84-200,140 cm,Chemical,Ferus soil,16-16-16,Grade 1,28.18,436.72,Grade 3,A,Grade 3,2922.88,High,1970s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Ferus soil,15-15-15,Grade 1,34.29,248.46,Grade 1,B,Grade 3,1486.43,Low,1980s
India,Water pour,Rain,1st ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Chemical,Loam,16-16-16,Grade 2,96.78,20.24,Grade 1,B,Grade 3,632.52,Low,1990s
India,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,150 cm,Organic,Loam,15-15-15,Grade 2,60.8,145.76,Grade 1,C,Grade 2,2262.71,High,1970s
Pakistan,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Chemical,Ferus soil,25-7-7,Grade 3,28.66,161.29,Grade 1,B,Grade 3,858.97,High,1970s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,K84-200,130 cm,Organic,Loam,16-16-16,Grade 3,90.83,188.33,Grade 3,B,Grade 2,1893.89,High,1970s
Pakistan,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,140 cm,Organic,Silty clay,25-7-7,Grade 3,95.93,202.21,Grade 3,B,Grade 3,2440.31,High,2020s
India,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Chemical,Silty clay,16-16-16,Grade 1,56.12,25.57,Grade 3,B,Grade 2,1559.8,Low,1970s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 2,K99-72,140 cm,Chemical,Ferus soil,46-0-0,Grade 2,51.39,199.81,Grade 1,A,Grade 1,1665.89,Low,2010s
Pakistan,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,K84-200,150 cm,Organic,Loam,25-7-7,Grade 3,30.2,462.37,Grade 1,B,Grade 3,1899.91,Low,2000s
Nepal,Rain,Rain,1st ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Chemical,Ferus soil,16-16-16,Grade 1,49.82,229.04,Grade 3,B,Grade 1,1540.01,High,2010s
Pakistan,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Chemical,Loam,15-15-15,Grade 2,31.29,127.05,Grade 1,B,Grade 3,1673.29,High,1990s
Nepal,Water pour,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K99-72,140 cm,Chemical,Loam,15-15-15,Grade 1,46.96,315.45,Grade 3,C,Grade 3,2950.24,Low,1990s
Nepal,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Organic,Loam,15-15-15,Grade 3,7.95,337.27,Grade 2,C,Grade 3,1966.67,High,1980s
Nepal,Rain,Rain,1st ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Silty clay,15-15-15,Grade 3,34.22,394.01,Grade 1,B,Grade 1,717.75,Low,1990s
Bangladesh,Rain,Rain,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Loam,15-15-15,Grade 2,46.89,354.38,Grade 2,A,Grade 1,1830.79,Low,1980s
Pakistan,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,K99-72,130 cm,Chemical,Loam,46-0-0,Grade 2,96.47,411.25,Grade 1,B,Grade 1,2561.53,Low,1980s
Sri Lanka,Water pour,Rain,1st ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Organic,Loam,15-15-15,Grade 1,80.72,77.97,Grade 2,B,Grade 2,2206.36,High,1970s
India,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Organic,Ferus soil,25-7-7,Grade 1,24.07,157.47,Grade 1,A,Grade 2,2426.93,Low,1990s
Bangladesh,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Chemical,Ferus soil,46-0-0,Grade 2,99.69,221.74,Grade 1,B,Grade 2,2990.03,High,2010s
India,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 1,56.47,142.98,Grade 1,A,Grade 1,1080.94,Low,1990s
India,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K99-72,120 cm,Chemical,Ferus soil,25-7-7,Grade 2,10.65,481.31,Grade 2,C,Grade 2,1611.42,High,1980s
Bangladesh,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 2,LK92-11,150 cm,Chemical,Silty clay,15-15-15,Grade 2,67.8,57.47,Grade 2,A,Grade 3,2602.26,Low,2010s
India,Rain,Groundwater,3rd ratoon cane,Herbicide,Grade 2,Khonkean3,150 cm,Organic,Loam,15-15-15,Grade 2,14.17,292.06,Grade 1,A,Grade 2,1478.2,High,2010s
Bangladesh,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Ferus soil,15-15-15,Grade 2,33.93,272.21,Grade 3,A,Grade 3,632.82,High,1990s
India,Rain,Rain,2nd ratoon cane,Preemergent,Grade 2,LK92-11,120 cm,Organic,Ferus soil,46-0-0,Grade 3,10.98,380.16,Grade 3,A,Grade 2,1613.29,Low,1990s
Pakistan,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 1,K84-200,140 cm,Organic,Loam,15-15-15,Grade 3,12.24,319.58,Grade 1,C,Grade 2,794.73,High,2000s
Pakistan,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 1,K84-200,120 cm,Organic,Silty clay,46-0-0,Grade 2,45.82,120.15,Grade 3,A,Grade 2,2681.27,Low,2010s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Preemergent,Grade 2,K84-200,120 cm,Organic,Silty clay,25-7-7,Grade 1,29.61,166.71,Grade 2,C,Grade 3,1156.03,Low,1980s
Pakistan,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 2,K99-72,130 cm,Chemical,Silty clay,25-7-7,Grade 1,8.96,88.44,Grade 3,B,Grade 2,2803.88,High,2010s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Organic,Silty clay,15-15-15,Grade 3,64.51,173.37,Grade 1,A,Grade 3,1371.06,Low,1990s
Sri Lanka,Water pour,Natural canal,2nd ratoon cane,Preemergent,Grade 2,K99-72,140 cm,Chemical,Silty clay,15-15-15,Grade 3,44.94,269.64,Grade 1,A,Grade 3,1169.17,High,2000s
Bangladesh,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,LK92-11,140 cm,Chemical,Loam,15-15-15,Grade 3,7.38,442.3,Grade 2,A,Grade 3,2681.14,Low,2000s
Nepal,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Silty clay,46-0-0,Grade 1,70.15,447.88,Grade 2,A,Grade 3,1544.84,High,2010s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 1,K99-72,140 cm,Organic,Silty clay,16-16-16,Grade 2,12.25,183.59,Grade 3,B,Grade 3,2603.82,High,2000s
Sri Lanka,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Organic,Silty clay,46-0-0,Grade 2,60.08,482.41,Grade 3,C,Grade 1,1274.16,High,1970s
India,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,LK92-11,140 cm,Chemical,Loam,15-15-15,Grade 2,70.08,499.23,Grade 3,C,Grade 2,2875.86,Low,2000s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Chemical,Ferus soil,16-16-16,Grade 3,45.36,488.86,Grade 1,B,Grade 1,1400.83,High,2010s
Nepal,Rain,Natural canal,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Ferus soil,25-7-7,Grade 1,63.03,367.74,Grade 1,B,Grade 3,726.07,High,1970s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Organic,Loam,15-15-15,Grade 1,23.51,258.66,Grade 2,B,Grade 2,604.99,Low,1990s
Pakistan,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Chemical,Silty clay,25-7-7,Grade 3,86.08,149.86,Grade 3,C,Grade 3,2573.05,Low,1990s
Pakistan,Rain,Rain,2nd ratoon cane,Herbicide,Grade 2,Khonkean3,140 cm,Chemical,Ferus soil,25-7-7,Grade 3,31.04,313.11,Grade 3,A,Grade 2,1754.7,High,1990s
India,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 2,K84-200,130 cm,Organic,Ferus soil,15-15-15,Grade 1,56.62,225.2,Grade 1,B,Grade 2,1252.6,High,1990s
Nepal,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 3,LK92-11,150 cm,Organic,Loam,25-7-7,Grade 2,64.04,164.18,Grade 3,C,Grade 2,2771.94,Low,1990s
Pakistan,Rain,Rain,3rd ratoon cane,Preemergent,Grade 2,K84-200,130 cm,Organic,Ferus soil,46-0-0,Grade 1,91.79,303.45,Grade 3,C,Grade 3,2147.05,Low,1980s
Bangladesh,Water pour,Rain,1st ratoon cane,Preemergent,Grade 2,K84-200,120 cm,Chemical,Silty clay,16-16-16,Grade 2,28.03,225.68,Grade 3,B,Grade 1,2502.48,High,2010s
Nepal,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 3,Khonkean3,120 cm,Organic,Ferus soil,46-0-0,Grade 2,20.17,172.16,Grade 2,B,Grade 2,690.33,High,1980s
Pakistan,Rain,Natural canal,1st ratoon cane,Preemergent,Grade 1,K84-200,130 cm,Organic,Loam,25-7-7,Grade 1,89.91,40.47,Grade 2,A,Grade 1,1785.65,High,2010s
Nepal,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,LK92-11,140 cm,Organic,Loam,25-7-7,Grade 1,68.13,327.22,Grade 3,C,Grade 1,726.43,High,2010s
Pakistan,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Organic,Loam,16-16-16,Grade 1,31.72,429.51,Grade 3,B,Grade 2,700.76,Low,1980s
India,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 2,K84-200,140 cm,Organic,Ferus soil,16-16-16,Grade 2,57.79,208.05,Grade 2,C,Grade 3,2248.77,Low,2010s
Pakistan,Rain,Rain,3rd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Organic,Loam,46-0-0,Grade 1,64.95,19.46,Grade 1,A,Grade 1,2014.38,High,1980s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,K99-72,150 cm,Chemical,Ferus soil,15-15-15,Grade 1,17.28,98.65,Grade 2,B,Grade 1,1642.06,High,1990s
Sri Lanka,Rain,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,120 cm,Chemical,Silty clay,16-16-16,Grade 2,33.1,352.95,Grade 1,C,Grade 1,2196.87,Low,1980s
Pakistan,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 3,K84-200,150 cm,Chemical,Ferus soil,46-0-0,Grade 2,76.82,209.97,Grade 1,C,Grade 2,1977.06,High,1980s
Pakistan,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Organic,Silty clay,15-15-15,Grade 3,12.35,22.3,Grade 1,C,Grade 2,2954.31,High,2000s
Nepal,Rain,Rain,1st ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Chemical,Silty clay,46-0-0,Grade 1,27.31,141.62,Grade 3,A,Grade 2,740.15,High,2000s
Sri Lanka,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Organic,Loam,16-16-16,Grade 2,44.78,281.01,Grade 2,C,Grade 1,2914.19,High,2010s
India,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Chemical,Silty clay,25-7-7,Grade 2,13.29,14.77,Grade 1,A,Grade 3,2210.74,Low,2010s
Bangladesh,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Loam,16-16-16,Grade 1,88.89,219.61,Grade 2,C,Grade 3,2782.41,High,1980s
India,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 3,K99-72,140 cm,Chemical,Loam,25-7-7,Grade 2,67.98,46.97,Grade 3,C,Grade 3,1021.91,Low,2010s
Nepal,Water pour,Natural canal,1st ratoon cane,Herbicide,Grade 1,LK92-11,150 cm,Organic,Ferus soil,46-0-0,Grade 2,43.35,179.39,Grade 3,C,Grade 3,2397.38,Low,2020s
Bangladesh,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,Khonkean3,120 cm,Chemical,Loam,25-7-7,Grade 3,38.31,474.53,Grade 1,B,Grade 2,1880.81,Low,2000s
India,Water pour,Rain,1st ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Organic,Ferus soil,46-0-0,Grade 2,79.39,364.43,Grade 2,B,Grade 2,1958.07,Low,2000s
Sri Lanka,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Organic,Ferus soil,15-15-15,Grade 3,92.93,322.84,Grade 3,B,Grade 3,1617.46,High,1980s
Bangladesh,Rain,Rain,2nd ratoon cane,Herbicide,Grade 3,LK92-11,140 cm,Organic,Ferus soil,25-7-7,Grade 1,15.53,364.01,Grade 3,C,Grade 3,2480.13,Low,1980s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 1,Khonkean3,150 cm,Chemical,Silty clay,16-16-16,Grade 3,50.19,409.83,Grade 3,A,Grade 2,776.21,Low,2010s
Nepal,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Chemical,Silty clay,16-16-16,Grade 1,53.87,70.2,Grade 1,A,Grade 1,2153.86,Low,2010s
Sri Lanka,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K99-72,130 cm,Organic,Ferus soil,25-7-7,Grade 2,46.87,358.49,Grade 3,B,Grade 3,1629.38,Low,2000s
India,Rain,Rain,3rd ratoon cane,Herbicide,Grade 3,K84-200,140 cm,Organic,Ferus soil,25-7-7,Grade 3,57.45,478.36,Grade 3,B,Grade 1,1176.26,High,2020s
India,Water pour,Rain,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,140 cm,Organic,Loam,15-15-15,Grade 2,31.21,495.05,Grade 1,C,Grade 3,736.47,Low,1970s
Sri Lanka,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Chemical,Ferus soil,25-7-7,Grade 3,5.61,258.93,Grade 2,A,Grade 3,1742.73,Low,2010s
Bangladesh,Rain,Rain,3rd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Silty clay,46-0-0,Grade 2,55.29,153.88,Grade 3,B,Grade 1,2669.07,Low,2000s
Sri Lanka,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,Khonkean3,150 cm,Chemical,Silty clay,25-7-7,Grade 2,14.09,456.65,Grade 3,A,Grade 2,2830.9,High,2000s
India,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 1,K99-72,120 cm,Chemical,Ferus soil,46-0-0,Grade 1,55.13,69.27,Grade 1,C,Grade 1,2573.07,Low,2000s
Pakistan,Water pour,Groundwater,2nd ratoon cane,Preemergent,Grade 1,LK92-11,150 cm,Chemical,Loam,46-0-0,Grade 2,19.48,190.21,Grade 3,C,Grade 1,914.75,Low,1970s
Nepal,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 2,Khonkean3,140 cm,Chemical,Loam,46-0-0,Grade 1,40.24,280.46,Grade 2,C,Grade 2,1842.16,Low,1990s
India,Rain,Rain,3rd ratoon cane,Preemergent,Grade 1,K99-72,150 cm,Chemical,Ferus soil,16-16-16,Grade 1,77.26,109.0,Grade 3,C,Grade 1,674.65,Low,2000s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Chemical,Ferus soil,16-16-16,Grade 3,52.53,187.27,Grade 1,A,Grade 2,2346.72,High,2000s
Nepal,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,K84-200,120 cm,Organic,Ferus soil,46-0-0,Grade 2,64.8,144.0,Grade 2,A,Grade 1,2018.49,High,2010s
India,Water pour,Rain,2nd ratoon cane,Herbicide,Grade 1,Khonkean3,150 cm,Chemical,Silty clay,15-15-15,Grade 1,25.82,183.31,Grade 2,B,Grade 1,1511.12,High,2020s
India,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,K99-72,150 cm,Chemical,Ferus soil,16-16-16,Grade 2,44.1,188.84,Grade 2,C,Grade 1,1770.71,Low,1980s
Nepal,Rain,Natural canal,1st ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Chemical,Silty clay,16-16-16,Grade 3,79.26,93.34,Grade 3,B,Grade 1,2825.4,High,1990s
Bangladesh,Rain,Groundwater,1st ratoon cane,Preemergent,Grade 1,Khonkean3,130 cm,Organic,Ferus soil,16-16-16,Grade 2,24.88,43.16,Grade 1,A,Grade 3,2473.43,High,1980s
Nepal,Water pour,Rain,3rd ratoon cane,Preemergent,Grade 2,K84-200,120 cm,Chemical,Ferus soil,25-7-7,Grade 3,85.41,372.95,Grade 3,C,Grade 1,1679.08,Low,1980s
India,Rain,Rain,2nd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Chemical,Silty clay,46-0-0,Grade 1,35.91,296.31,Grade 2,A,Grade 3,2380.52,Low,1990s
Sri Lanka,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 1,K84-200,150 cm,Organic,Silty clay,16-16-16,Grade 1,97.23,108.64,Grade 2,B,Grade 3,2198.2,High,2000s
Pakistan,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 2,K99-72,150 cm,Chemical,Silty clay,15-15-15,Grade 3,41.21,444.16,Grade 1,C,Grade 2,1391.13,High,2000s
Sri Lanka,Rain,Rain,2nd ratoon cane,Herbicide,Grade 1,K99-72,140 cm,Organic,Loam,15-15-15,Grade 1,11.6,219.96,Grade 1,B,Grade 1,2337.12,High,1970s
India,Water pour,Natural canal,3rd ratoon cane,Preemergent,Grade 3,K99-72,150 cm,Organic,Ferus soil,15-15-15,Grade 1,64.79,253.19,Grade 2,B,Grade 3,2438.63,High,1970s
India,Water pour,Groundwater,1st ratoon cane,Preemergent,Grade 2,LK92-11,130 cm,Organic,Ferus soil,16-16-16,Grade 3,48.31,330.95,Grade 3,A,Grade 1,666.36,Low,2000s
Nepal,Rain,Rain,1st ratoon cane,Preemergent,Grade 3,Khonkean3,150 cm,Chemical,Loam,15-15-15,Grade 3,40.72,346.17,Grade 3,B,Grade 2,905.57,Low,1990s
Bangladesh,Rain,Groundwater,2nd ratoon cane,Herbicide,Grade 3,K84-200,120 cm,Chemical,Silty clay,15-15-15,Grade 3,33.25,297.95,Grade 3,B,Grade 2,1616.18,Low,1990s
India,Water pour,Natural canal,2nd ratoon cane,Herbicide,Grade 3,K99-72,130 cm,Organic,Silty clay,25-7-7,Grade 2,85.18,461.52,Grade 1,C,Grade 1,1172.47,High,1990s
Bangladesh,Water pour,Natural canal,3rd ratoon cane,Herbicide,Grade 1,K99-72,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,97.15,210.71,Grade 2,C,Grade 2,2861.76,Low,2010s
Nepal,Rain,Groundwater,2nd ratoon cane,Preemergent,Grade 3,LK92-11,130 cm,Organic,Ferus soil,46-0-0,Grade 1,39.18,486.2,Grade 1,A,Grade 2,673.28,High,2010s
Nepal,Water pour,Rain,2nd ratoon cane,Preemergent,Grade 3,Khonkean3,130 cm,Chemical,Ferus soil,15-15-15,Grade 2,88.43,237.36,Grade 3,C,Grade 3,720.1,High,1980s
Sri Lanka,Rain,Rain,2nd ratoon cane,Preemergent,Grade 1,LK92-11,140 cm,Chemical,Loam,16-16-16,Grade 3,14.69,484.35,Grade 2,B,Grade 3,2960.98,High,1990s
Pakistan,Water pour,Groundwater,3rd ratoon cane,Herbicide,Grade 1,K99-72,150 cm,Chemical,Loam,16-16-16,Grade 3,78.27,428.59,Grade 2,C,Grade 2,2991.54,High,2010s
Sri Lanka,Rain,Rain,3rd ratoon cane,Herbicide,Grade 2,LK92-11,120 cm,Organic,Ferus soil,16-16-16,Grade 2,44.32,280.16,Grade 2,B,Grade 1,2322.47,Low,1990s
India,Water pour,Groundwater,3rd ratoon cane,Preemergent,Grade 3,K84-200,130 cm,Chemical,Silty clay,46-0-0,Grade 3,26.06,162.8,Grade 2,C,Grade 2,2449.57,High,2000s
Pakistan,Rain,Natural canal,3rd ratoon cane,Herbicide,Grade 3,Khonkean3,150 cm,Organic,Ferus soil,15-15-15,Grade 3,54.71,94.13,Grade 3,A,Grade 3,2787.15,Low,2010s
India,Rain,Rain,3rd ratoon cane,Herbicide,Grade 1,Khonkean3,120 cm,Chemical,Loam,15-15-15,Grade 3,99.34,289.13,Grade 2,A,Grade 1,1380.17,High,2010s
Bangladesh,Water pour,Groundwater,1st ratoon cane,Herbicide,Grade 1,LK92-11,130 cm,Chemical,Silty clay,25-7-7,Grade 1,69.42,335.9,Grade 3,C,Grade 1,2260.17,Low,1990s
Bangladesh,Rain,Groundwater,3rd ratoon cane,Preemergent,Grade 2,K99-72,120 cm,Chemical,Loam,16-16-16,Grade 1,72.18,206.32,Grade 3,C,Grade 3,1721.53,Low,1980s
